,type,rcvTime,pos,noise,spd,spd_noise,sendTime,sender,messageID,pos_noise,RSSI
95,2,10844.3,"[3613.777441082251, 5408.860151473478, 1.895]","[0.0, 0.0, 0.0]","[-4.059376303308221, 35.17406381963636, 0.0]","[0.0, 0.0, 0.0]",,,,,
96,3,10844.397379897156,"[3598.1568544112533, 5660.653703868862, 1.895]",,"[1.376370914589504, -32.050673615679806, 0.0]","[0.0, 0.0, 0.0]",10844.397268045694,97.0,9577.0,"[0.0, 0.0, 0.0]",1.216137286169924e-08
97,2,10844.4,"[3613.3720079937757, 5412.373186053935, 1.895]","[0.0, 0.0, 0.0]","[-4.059202119004276, 35.17255453117292, 0.0]","[0.0, 0.0, 0.0]",,,,,
98,3,10844.438089876247,"[3608.938249460167, 6043.430271593089, 1.895]",,"[2.4817733938505, -29.478273509502685, 0.0]","[0.0, 0.0, 0.0]",10844.43797254567,85.0,9629.0,"[0.0, 0.0, 0.0]",4.947288671959819e-09
99,2,10844.5,"[3612.9670794858525, 5415.881848497589, 1.895]","[0.0, 0.0, 0.0]","[-4.054150251006826, 35.12878063240777, 0.0]","[0.0, 0.0, 0.0]",,,,,
100,3,10844.569710121801,"[3591.216984045693, 5844.57571350658, 1.895]",,"[-0.017596245055244, -30.232548531211105, 0.0]","[0.0, 0.0, 0.0]",10844.569601418032,115.0,9733.0,"[0.0, 0.0, 0.0]",8.361358754220827e-09
101,2,10844.6,"[3612.561500359296, 5419.396148482483, 1.895]","[0.0, 0.0, 0.0]","[-4.060664254448907, 35.18522377925433, 0.0]","[0.0, 0.0, 0.0]",,,,,
102,2,10844.699999999999,"[3612.1557305416904, 5422.912100785036, 1.895]","[0.0, 0.0, 0.0]","[-4.062573456076817, 35.20176680825362, 0.0]","[0.0, 0.0, 0.0]",,,,,
103,2,10844.8,"[3611.751235195711, 5426.417009926524, 1.895]","[0.0, 0.0, 0.0]","[-4.049813427173373, 35.09120251522406, 0.0]","[0.0, 0.0, 0.0]",,,,,
104,2,10844.9,"[3611.3455842334406, 5429.931932360244, 1.895]","[0.0, 0.0, 0.0]","[-4.061383474693709, 35.19145574616275, 0.0]","[0.0, 0.0, 0.0]",,,,,
105,2,10845.0,"[3610.9410639064286, 5433.437057959725, 1.895]","[0.0, 0.0, 0.0]","[-4.050063537645006, 35.09336969588432, 0.0]","[0.0, 0.0, 0.0]",,,,,
106,3,10845.079182467598,"[3637.4438299727854, 5233.378464551582, 1.895]",,"[-5.375520915736581, 34.460277938210815, 0.0]","[0.0, 0.0, 0.0]",10845.079067537328,133.0,9904.0,"[0.0, 0.0, 0.0]",4.963139924307945e-09
107,2,10845.1,"[3610.5363312665713, 5436.944023227421, 1.895]","[0.0, 0.0, 0.0]","[-4.052189217013079, 35.1117884814415, 0.0]","[0.0, 0.0, 0.0]",,,,,
108,3,10845.189195969584,"[3610.2721514314494, 5508.718227331722, 1.895]",,"[3.226530941996178, -38.32706362982916, 0.0]","[0.0, 0.0, 0.0]",10845.189088077565,91.0,9960.0,"[0.0, 0.0, 0.0]",7.485226897885399e-09
109,2,10845.199999999999,"[3610.13097020488, 5440.456433703459, 1.895]","[0.0, 0.0, 0.0]","[-4.058480985776661, 35.16630598844081, 0.0]","[0.0, 0.0, 0.0]",,,,,
110,3,10845.231557835948,"[3625.283734603019, 5311.331889487681, 1.895]",,"[-5.475599114071253, 35.10183855795879, 0.0]","[0.0, 0.0, 0.0]",10845.231450251304,127.0,10020.0,"[0.0, 0.0, 0.0]",4.106471394651629e-09
111,3,10845.257610828032,"[3591.1834467322165, 5786.954416789202, 1.895]",,"[-0.017584228051289, -30.21190182155025, 0.0]","[0.0, 0.0, 0.0]",10845.257493643789,109.0,10060.0,"[0.0, 0.0, 0.0]",5.818773195220294e-09
112,2,10845.3,"[3609.7250739324436, 5443.973481723666, 1.895]","[0.0, 0.0, 0.0]","[-4.063839523727263, 35.21273714972552, 0.0]","[0.0, 0.0, 0.0]",,,,,
113,3,10845.397376302824,"[3600.178515991325, 5628.617715272254, 1.895]",,"[2.697156070580745, -32.038766773075835, 0.0]","[0.0, 0.0, 0.0]",10845.397268045694,97.0,10188.0,"[0.0, 0.0, 0.0]",2.209438809417232e-08
114,2,10845.4,"[3609.320554906633, 5447.478596048378, 1.895]","[0.0, 0.0, 0.0]","[-4.050050510001849, 35.093256812718614, 0.0]","[0.0, 0.0, 0.0]",,,,,
115,3,10845.438086282567,"[3608.938249460167, 6043.430271593089, 1.895]",,"[2.4807591397223963, -29.466226293350225, 0.0]","[0.0, 0.0, 0.0]",10845.43797254567,85.0,10244.0,"[0.0, 0.0, 0.0]",6.20958747588519e-09
116,2,10845.5,"[3608.915314173587, 5450.989963889506, 1.895]","[0.0, 0.0, 0.0]","[-4.057276253586266, 35.155867112205165, 0.0]","[0.0, 0.0, 0.0]",,,,,
117,3,10845.567093222047,"[3591.374608693743, 5741.677063043524, 1.895]",,"[1.294387640737424, -30.114324702910825, 0.0]","[0.0, 0.0, 0.0]",10845.566975898064,103.0,10304.0,"[0.0, 0.0, 0.0]",1.335476490021815e-08
118,3,10845.569713706376,"[3591.1993769019673, 5814.324439692709, 1.895]",,"[-0.017529915347835, -30.11858580792574, 0.0]","[0.0, 0.0, 0.0]",10845.569601418032,115.0,10356.0,"[0.0, 0.0, 0.0]",1.1005395299076921e-08
119,2,10845.6,"[3608.5100545511837, 5454.501495404906, 1.895]","[0.0, 0.0, 0.0]","[-4.057465374112675, 35.15750582144729, 0.0]","[0.0, 0.0, 0.0]",,,,,
120,2,10845.699999999999,"[3608.1049188643797, 5458.01195303152, 1.895]","[0.0, 0.0, 0.0]","[-4.056224529046409, 35.14675403092917, 0.0]","[0.0, 0.0, 0.0]",,,,,
121,2,10845.8,"[3607.6996726238413, 5461.523368594485, 1.895]","[0.0, 0.0, 0.0]","[-4.057331394682702, 35.1563449039469, 0.0]","[0.0, 0.0, 0.0]",,,,,
122,2,10845.9,"[3607.294088579067, 5465.037711195212, 1.895]","[0.0, 0.0, 0.0]","[-4.060713495717212, 35.18565044960576, 0.0]","[0.0, 0.0, 0.0]",,,,,
123,2,10846.0,"[3606.888366870562, 5468.553246637525, 1.895]","[0.0, 0.0, 0.0]","[-4.062091787043911, 35.19759319732488, 0.0]","[0.0, 0.0, 0.0]",,,,,
124,3,10846.017919489645,"[3603.7023552118367, 6055.6496450188815, 1.895]",,"[-3.424087272235977, -29.71215003474327, 0.0]","[0.0, 0.0, 0.0]",10846.017807132144,139.0,10499.0,"[0.0, 0.0, 0.0]",1.8496396713377192e-09
125,3,10846.079186055931,"[3632.0828724851463, 5267.745382276368, 1.895]",,"[-5.368586328743289, 34.41582312184577, 0.0]","[0.0, 0.0, 0.0]",10846.079067537328,133.0,10548.0,"[0.0, 0.0, 0.0]",6.782527504871702e-09
126,2,10846.1,"[3606.4828271395604, 5472.0672052641285, 1.895]","[0.0, 0.0, 0.0]","[-4.060269825570065, 35.181806094955945, 0.0]","[0.0, 0.0, 0.0]",,,,,
127,3,10846.189203825203,"[3613.895615803799, 5470.491698126457, 1.895]",,"[4.711986631293664, -38.043537128845216, 0.0]","[0.0, 0.0, 0.0]",10846.189088077565,91.0,10610.0,"[0.0, 0.0, 0.0]",6.617544728945939e-07
128,2,10846.199999999999,"[3606.0769263095704, 5475.584292775055, 1.895]","[0.0, 0.0, 0.0]","[-4.06388515402071, 35.213132531395125, 0.0]","[0.0, 0.0, 0.0]",,,,,
129,3,10846.231565659036,"[3620.967067017273, 5346.562807600332, 1.895]",,"[-4.078174143022627, 35.336945100979996, 0.0]","[0.0, 0.0, 0.0]",10846.231450251304,127.0,10720.0,"[0.0, 0.0, 0.0]",7.846298640373857e-09
130,3,10846.257600536961,"[3591.1658776202275, 5756.768486253803, 1.895]",,"[-0.017532733762252003, -30.123428196195544, 0.0]","[0.0, 0.0, 0.0]",10846.257493643789,109.0,10773.0,"[0.0, 0.0, 0.0]",9.62309527318234e-09
131,3,10846.27517243404,"[3598.8849262528593, 6041.255430811859, 1.895]",,"[3.153315703702757, 29.861073642207597, 0.0]","[0.0, 0.0, 0.0]",10846.275061709852,73.0,10834.0,"[0.0, 0.0, 0.0]",2.1666394097815453e-09
132,2,10846.3,"[3605.671922023603, 5479.093611827398, 1.895]","[0.0, 0.0, 0.0]","[-4.054908941910735, 35.13535460837834, 0.0]","[0.0, 0.0, 0.0]",,,,,
133,3,10846.397379411694,"[3602.870225798269, 5596.643643150122, 1.895]",,"[2.687913328524702, -31.9289748109361, 0.0]","[0.0, 0.0, 0.0]",10846.397268045694,97.0,10887.0,"[0.0, 0.0, 0.0]",1.4923353018735043e-08
134,2,10846.4,"[3605.339787027044, 5482.609925157467, 1.895]","[0.0, 0.0, 0.0]","[-3.481953945993856, 35.19481813670455, 0.0]","[0.0, 0.0, 0.0]",,,,,
135,3,10846.438089392199,"[3608.938249460167, 6043.430271593089, 1.895]",,"[2.477753596047241, -29.430526725162167, 0.0]","[0.0, 0.0, 0.0]",10846.43797254567,85.0,10935.0,"[0.0, 0.0, 0.0]",1.069880804689e-07
136,2,10846.5,"[3605.0517138265905, 5486.126539252863, 1.895]","[0.0, 0.0, 0.0]","[-2.8841931725615373, 35.208392688060016, 0.0]","[0.0, 0.0, 0.0]",,,,,
137,3,10846.56708917712,"[3592.6717396007107, 5711.498915412042, 1.895]",,"[1.29327165307797, -30.08836090831403, 0.0]","[0.0, 0.0, 0.0]",10846.566975898064,103.0,10987.0,"[0.0, 0.0, 0.0]",9.762565785559236e-09
138,3,10846.569709661511,"[3591.1817903421684, 5784.108531637921, 1.895]",,"[-0.017586294569409, -30.21545235799532, 0.0]","[0.0, 0.0, 0.0]",10846.569601418032,115.0,11047.0,"[0.0, 0.0, 0.0]",1.474588454987044e-09
139,2,10846.6,"[3604.7633001948734, 5489.647309116227, 1.895]","[0.0, 0.0, 0.0]","[-2.8876015754377393, 35.25000029882829, 0.0]","[0.0, 0.0, 0.0]",,,,,
140,2,10846.699999999999,"[3604.475118040809, 5493.165253247888, 1.895]","[0.0, 0.0, 0.0]","[-2.885284017735213, 35.2217090309465, 0.0]","[0.0, 0.0, 0.0]",,,,,
141,2,10846.8,"[3604.186171510004, 5496.692528403799, 1.895]","[0.0, 0.0, 0.0]","[-2.8929369690435083, 35.31513138467161, 0.0]","[0.0, 0.0, 0.0]",,,,,
142,2,10846.9,"[3603.8980361593967, 5500.209901188674, 1.895]","[0.0, 0.0, 0.0]","[-2.884815420825121, 35.21598869841818, 0.0]","[0.0, 0.0, 0.0]",,,,,
143,2,10847.0,"[3603.60945731671, 5503.732687842294, 1.895]","[0.0, 0.0, 0.0]","[-2.889255670126939, 35.2701924329016, 0.0]","[0.0, 0.0, 0.0]",,,,,
144,3,10847.079182014812,"[3626.7221343674287, 5302.11089370982, 1.895]",,"[-5.359067990181841, 34.354804925188546, 0.0]","[0.0, 0.0, 0.0]",10847.079067537328,133.0,11233.0,"[0.0, 0.0, 0.0]",6.766464418839839e-09
145,2,10847.1,"[3603.3210217917854, 5507.253724963994, 1.895]","[0.0, 0.0, 0.0]","[-2.8878207705626373, 35.25267609326747, 0.0]","[0.0, 0.0, 0.0]",,,,,
146,3,10847.189201547308,"[3618.615890690324, 5432.381243459381, 1.895]",,"[4.7186490952255795, -38.09732838798845, 0.0]","[0.0, 0.0, 0.0]",10847.189088077565,91.0,11303.0,"[0.0, 0.0, 0.0]",9.944187104609656e-09
147,2,10847.199999999999,"[3603.032904724077, 5510.7708745628815, 1.895]","[0.0, 0.0, 0.0]","[-2.884632372168264, 35.21375415699439, 0.0]","[0.0, 0.0, 0.0]",,,,,
148,3,10847.231562905456,"[3616.8975166667656, 5381.825028456591, 1.895]",,"[-4.076030309865424, 35.318369014740185, 0.0]","[0.0, 0.0, 0.0]",10847.231450251304,127.0,11405.0,"[0.0, 0.0, 0.0]",2.343407473727463e-09
149,3,10847.257610346578,"[3592.0238236512996, 5726.5728783167015, 1.895]",,"[1.29283091738603, -30.07810705752197, 0.0]","[0.0, 0.0, 0.0]",10847.257493643789,109.0,11462.0,"[0.0, 0.0, 0.0]",6.554968944985436e-09
150,2,10847.3,"[3602.7441313672853, 5514.296035720776, 1.895]","[0.0, 0.0, 0.0]","[-2.891203148245814, 35.29396600505341, 0.0]","[0.0, 0.0, 0.0]",,,,,
151,3,10847.39738032534,"[3605.5628885334854, 5564.658251458085, 1.895]",,"[2.688779778682116, -31.9392671313608, 0.0]","[0.0, 0.0, 0.0]",10847.397268045694,97.0,11576.0,"[0.0, 0.0, 0.0]",8.209620714667874e-08
152,2,10847.4,"[3602.455390550331, 5517.820799653063, 1.895]","[0.0, 0.0, 0.0]","[-2.890877358906455, 35.289988976363766, 0.0]","[0.0, 0.0, 0.0]",,,,,
153,3,10847.438090310106,"[3608.938249460167, 6043.430271593089, 1.895]",,"[2.483208856085006, -29.495323796392768, 0.0]","[0.0, 0.0, 0.0]",10847.43797254567,85.0,11637.0,"[0.0, 0.0, 0.0]",7.290908512509742e-07
154,2,10847.5,"[3602.167082549582, 5521.340280040862, 1.895]","[0.0, 0.0, 0.0]","[-2.886543996610815, 35.23709005027165, 0.0]","[0.0, 0.0, 0.0]",,,,,
155,3,10847.567084234899,"[3593.969271330347, 5681.311442518463, 1.895]",,"[1.295785361219588, -30.1468430977312, 0.0]","[0.0, 0.0, 0.0]",10847.566975898064,103.0,11694.0,"[0.0, 0.0, 0.0]",1.098875156772514e-08
156,3,10847.569717719327,"[3591.164192538015, 5753.873304377042, 1.895]",,"[-0.017597895800006, -30.235384722315352, 0.0]","[0.0, 0.0, 0.0]",10847.569601418032,115.0,11747.0,"[0.0, 0.0, 0.0]",2.6145956448595022e-08
157,2,10847.6,"[3601.878238411496, 5524.8663052517, 1.895]","[0.0, 0.0, 0.0]","[-2.891911811617284, 35.302616915999224, 0.0]","[0.0, 0.0, 0.0]",,,,,
158,2,10847.699999999999,"[3601.589185547078, 5528.39487846061, 1.895]","[0.0, 0.0, 0.0]","[-2.894001582760035, 35.32812751063451, 0.0]","[0.0, 0.0, 0.0]",,,,,
159,2,10847.8,"[3601.3001370128586, 5531.92339880922, 1.895]","[0.0, 0.0, 0.0]","[-2.893958228751748, 35.327598272522835, 0.0]","[0.0, 0.0, 0.0]",,,,,
160,2,10847.9,"[3601.011314680168, 5535.449157833677, 1.895]","[0.0, 0.0, 0.0]","[-2.891693495672761, 35.29995185398988, 0.0]","[0.0, 0.0, 0.0]",,,,,
161,2,10848.0,"[3600.72289138764, 5538.970045630069, 1.895]","[0.0, 0.0, 0.0]","[-2.887698299626567, 35.25118104605711, 0.0]","[0.0, 0.0, 0.0]",,,,,
162,3,10848.017922634504,"[3603.7023552118367, 6055.6496450188815, 1.895]",,"[-1.980280424525447, -29.831592827929157, 0.0]","[0.0, 0.0, 0.0]",10848.017807132144,139.0,11933.0,"[0.0, 0.0, 0.0]",5.8208584919234904e-09
163,3,10848.079177076388,"[3622.117477844828, 5336.594620163701, 1.895]",,"[-3.9880414655718512, 34.55595503945775, 0.0]","[0.0, 0.0, 0.0]",10848.079067537328,133.0,11977.0,"[0.0, 0.0, 0.0]",4.592260037146674e-09
164,2,10848.1,"[3600.4339022991217, 5542.497840303434, 1.895]","[0.0, 0.0, 0.0]","[-2.8933630575077913, 35.3203328011691, 0.0]","[0.0, 0.0, 0.0]",,,,,
165,2,10848.199999999999,"[3600.1453136944842, 5546.020746124733, 1.895]","[0.0, 0.0, 0.0]","[-2.889353406926618, 35.27138554148251, 0.0]","[0.0, 0.0, 0.0]",,,,,
166,3,10848.231564107464,"[3612.8287627368054, 5417.080348413532, 1.895]",,"[-4.077110421579874, 35.3277280678404, 0.0]","[0.0, 0.0, 0.0]",10848.231450251304,127.0,12133.0,"[0.0, 0.0, 0.0]",4.331640056243742e-09
167,2,10848.3,"[3599.8563664236463, 5549.548030314495, 1.895]","[0.0, 0.0, 0.0]","[-2.892944378266066, 35.315221831732934, 0.0]","[0.0, 0.0, 0.0]",,,,,
168,3,10848.3973749551,"[3608.2557687363797, 5532.670276527987, 1.895]",,"[2.690179678268339, -31.95589614921069, 0.0]","[0.0, 0.0, 0.0]",10848.397268045694,97.0,12245.0,"[0.0, 0.0, 0.0]",2.1778168424980707e-07
169,2,10848.4,"[3599.5680854042334, 5553.06718133134, 1.895]","[0.0, 0.0, 0.0]","[-2.88627385907825, 35.23379238337563, 0.0]","[0.0, 0.0, 0.0]",,,,,
170,3,10848.438085091855,"[3608.938249460167, 6043.430271593089, 1.895]",,"[2.474772699959261, -29.395119918721768, 0.0]","[0.0, 0.0, 0.0]",10848.43797254567,85.0,12301.0,"[0.0, 0.0, 0.0]",1.5848497882373259e-07
171,2,10848.5,"[3599.279332143591, 5556.592097168243, 1.895]","[0.0, 0.0, 0.0]","[-2.8910019452998723, 35.291509847634735, 0.0]","[0.0, 0.0, 0.0]",,,,,
172,3,10848.567091740852,"[3595.2671405356123, 5651.116118151067, 1.895]",,"[1.293532651843079, -30.094433124481856, 0.0]","[0.0, 0.0, 0.0]",10848.566975898064,103.0,12361.0,"[0.0, 0.0, 0.0]",1.671275548832718e-08
173,3,10848.569712225095,"[3592.150078216557, 5723.635527206632, 1.895]",,"[1.297360915502606, -30.183498850438106, 0.0]","[0.0, 0.0, 0.0]",10848.569601418032,115.0,12413.0,"[0.0, 0.0, 0.0]",2.7877948390779252e-09
174,3,10848.5990622556,"[3600.5180564362877, 6028.018233944255, 1.895]",,"[-3.4534644837926782, -29.967067636980715, 0.0]","[0.0, 0.0, 0.0]",10848.598954017925,151.0,12477.0,"[0.0, 0.0, 0.0]",1.3831259140811453e-09
175,2,10848.6,"[3598.9905261354024, 5560.117656913587, 1.895]","[0.0, 0.0, 0.0]","[-2.891530054517283, 35.29795666853863, 0.0]","[0.0, 0.0, 0.0]",,,,,
176,2,10848.699999999999,"[3598.7018451166023, 5563.641690868107, 1.895]","[0.0, 0.0, 0.0]","[-2.890278658896981, 35.28268042808883, 0.0]","[0.0, 0.0, 0.0]",,,,,
177,2,10848.8,"[3598.413273743509, 5567.164386337692, 1.895]","[0.0, 0.0, 0.0]","[-2.889180884449271, 35.26927949699571, 0.0]","[0.0, 0.0, 0.0]",,,,,
178,2,10848.9,"[3598.124996018917, 5570.683497133463, 1.895]","[0.0, 0.0, 0.0]","[-2.88624087127866, 35.23338968937921, 0.0]","[0.0, 0.0, 0.0]",,,,,
179,2,10849.0,"[3597.8361212048667, 5574.209896816925, 1.895]","[0.0, 0.0, 0.0]","[-2.892218939825979, 35.30636614148806, 0.0]","[0.0, 0.0, 0.0]",,,,,
180,3,10849.07917709576,"[3618.1288120982117, 5371.155984531985, 1.895]",,"[-3.992171964037415, 34.59174536924107, 0.0]","[0.0, 0.0, 0.0]",10849.079067537328,133.0,12649.0,"[0.0, 0.0, 0.0]",3.615003611423931e-09
181,2,10849.1,"[3597.5477622778562, 5577.729998880085, 1.895]","[0.0, 0.0, 0.0]","[-2.887053871101891, 35.243314273246874, 0.0]","[0.0, 0.0, 0.0]",,,,,
182,3,10849.189203209684,"[3628.0502535062433, 5356.210286247702, 1.895]",,"[4.712403986277543, -38.04690676057814, 0.0]","[0.0, 0.0, 0.0]",10849.189088077565,91.0,12725.0,"[0.0, 0.0, 0.0]",5.710410295752476e-09
183,2,10849.199999999999,"[3597.2588261391656, 5581.257147175686, 1.895]","[0.0, 0.0, 0.0]","[-2.892832923038389, 35.31386125736729, 0.0]","[0.0, 0.0, 0.0]",,,,,
184,3,10849.231561703837,"[3608.7623334505724, 5452.315525579883, 1.895]",,"[-4.075900483987384, 35.31724408731824, 0.0]","[0.0, 0.0, 0.0]",10849.231450251304,127.0,12813.0,"[0.0, 0.0, 0.0]",3.4369890297167102e-09
185,3,10849.257608270405,"[3594.6193986400035, 5666.186031640739, 1.895]",,"[1.2989578415257261, -30.220651823220866, 0.0]","[0.0, 0.0, 0.0]",10849.257493643789,109.0,12869.0,"[0.0, 0.0, 0.0]",1.351926044585283e-07
186,2,10849.3,"[3596.97002970519, 5584.782590045135, 1.895]","[0.0, 0.0, 0.0]","[-2.891434197352, 35.29678650533689, 0.0]","[0.0, 0.0, 0.0]",,,,,
187,3,10849.397378815409,"[3610.948989463701, 5500.6782566029415, 1.895]",,"[2.69444763074037, -32.00659396949938, 0.0]","[0.0, 0.0, 0.0]",10849.397268045694,97.0,12929.0,"[0.0, 0.0, 0.0]",9.470791390496091e-08
188,2,10849.4,"[3596.6810455233212, 5588.310324821245, 1.895]","[0.0, 0.0, 0.0]","[-2.893313932054958, 35.319733108946615, 0.0]","[0.0, 0.0, 0.0]",,,,,
189,3,10849.438088936227,"[3608.938249460167, 6043.430271593089, 1.895]",,"[2.482521810659355, -29.48716313477004, 0.0]","[0.0, 0.0, 0.0]",10849.43797254567,85.0,12981.0,"[0.0, 0.0, 0.0]",2.250493423105036e-08
190,2,10849.5,"[3596.3925173655794, 5591.832492745358, 1.895]","[0.0, 0.0, 0.0]","[-2.88874821170747, 35.26399770387006, 0.0]","[0.0, 0.0, 0.0]",,,,,
191,3,10849.567088052436,"[3597.5108964046176, 5621.013052145436, 1.895]",,"[2.530026487400602, -30.055539621741747, 0.0]","[0.0, 0.0, 0.0]",10849.566975898064,103.0,13037.0,"[0.0, 0.0, 0.0]",4.579274017482092e-07
192,3,10849.569708634315,"[3593.4474025101526, 5693.452880376039, 1.895]",,"[1.294214267426994, -30.11029111977021, 0.0]","[0.0, 0.0, 0.0]",10849.569601418032,115.0,13093.0,"[0.0, 0.0, 0.0]",7.328402425189507e-08
193,3,10849.599071666407,"[3597.538254343669, 5998.062533270709, 1.895]",,"[-1.98790689383149, -29.946480459119798, 0.0]","[0.0, 0.0, 0.0]",10849.598954017925,151.0,13153.0,"[0.0, 0.0, 0.0]",2.343739498089485e-09
194,2,10849.6,"[3596.104006267473, 5595.354452416304, 1.895]","[0.0, 0.0, 0.0]","[-2.888577410382294, 35.261912670068405, 0.0]","[0.0, 0.0, 0.0]",,,,,
195,2,10849.699999999999,"[3595.814917958423, 5598.883458310701, 1.895]","[0.0, 0.0, 0.0]","[-2.894356454944333, 35.332459564166044, 0.0]","[0.0, 0.0, 0.0]",,,,,
196,2,10849.8,"[3595.5267106608244, 5602.401709378608, 1.895]","[0.0, 0.0, 0.0]","[-2.88553575517351, 35.224782081207536, 0.0]","[0.0, 0.0, 0.0]",,,,,
197,2,10849.9,"[3595.2382204589485, 5605.923413961687, 1.895]","[0.0, 0.0, 0.0]","[-2.888368197011646, 35.259358726539624, 0.0]","[0.0, 0.0, 0.0]",,,,,
198,2,10850.0,"[3594.9491270289377, 5609.452482369512, 1.895]","[0.0, 0.0, 0.0]","[-2.894407726080673, 35.33308544954001, 0.0]","[0.0, 0.0, 0.0]",,,,,
199,3,10850.017921711917,"[3603.7023552118367, 6055.6496450188815, 1.895]",,"[-1.16734323082163, -29.880117062982396, 0.0]","[0.0, 0.0, 0.0]",10850.017807132144,139.0,13277.0,"[0.0, 0.0, 0.0]",1.041769022306116e-08
200,3,10850.079186075616,"[3614.1391845514913, 5405.725682795856, 1.895]",,"[-3.989460676951456, 34.568252355076034, 0.0]","[0.0, 0.0, 0.0]",10850.079067537328,133.0,13333.0,"[0.0, 0.0, 0.0]",1.909714569146029e-08
201,2,10850.1,"[3594.6602752151052, 5612.978601280971, 1.895]","[0.0, 0.0, 0.0]","[-2.891988661304853, 35.30355504801605, 0.0]","[0.0, 0.0, 0.0]",,,,,
202,3,10850.189199670787,"[3632.789278773759, 5318.119354153054, 1.895]",,"[4.8977562264175925, -38.08493968751494, 0.0]","[0.0, 0.0, 0.0]",10850.189088077565,91.0,13405.0,"[0.0, 0.0, 0.0]",1.088590641252359e-08
203,3,10850.196509954163,"[3593.8720356204253, 5942.833413790731, 1.895]",,"[-1.983243411455201, -29.876228233375862, 0.0]","[0.0, 0.0, 0.0]",10850.196392976351,145.0,13457.0,"[0.0, 0.0, 0.0]",9.906702243446183e-09
204,2,10850.199999999999,"[3594.3714656260427, 5616.50420473934, 1.895]","[0.0, 0.0, 0.0]","[-2.891565906277248, 35.29839432398952, 0.0]","[0.0, 0.0, 0.0]",,,,,
205,3,10850.231565816222,"[3604.933005173775, 5487.575658855371, 1.895]",,"[-2.899813821601038, 35.39907961937333, 0.0]","[0.0, 0.0, 0.0]",10850.231450251304,127.0,13517.0,"[0.0, 0.0, 0.0]",1.2943751207044982e-09
206,3,10850.257603932705,"[3596.245626886501, 5636.043866377342, 1.895]",,"[2.525412222770974, -30.000724300996435, 0.0]","[0.0, 0.0, 0.0]",10850.257493643789,109.0,13569.0,"[0.0, 0.0, 0.0]",4.308899806160232e-07
207,2,10850.3,"[3594.08334912694, 5620.021347397056, 1.895]","[0.0, 0.0, 0.0]","[-2.8846266792796733, 35.21368466188141, 0.0]","[0.0, 0.0, 0.0]",,,,,
208,3,10850.397374953496,"[3614.110083688222, 5468.760131897091, 1.895]",,"[3.939036618632612, -31.802909808249048, 0.0]","[0.0, 0.0, 0.0]",10850.397268045694,97.0,13621.0,"[0.0, 0.0, 0.0]",2.1537075802630074e-09
209,2,10850.4,"[3593.794404181906, 5623.548603194884, 1.895]","[0.0, 0.0, 0.0]","[-2.89292109228052, 35.31493757125723, 0.0]","[0.0, 0.0, 0.0]",,,,,
210,2,10850.5,"[3593.505745798689, 5627.072360828625, 1.895]","[0.0, 0.0, 0.0]","[-2.890052031104399, 35.279913900340944, 0.0]","[0.0, 0.0, 0.0]",,,,,
211,3,10850.567083997415,"[3600.0466454509797, 5590.889531181034, 1.895]",,"[2.5373036300641223, -30.14198869677937, 0.0]","[0.0, 0.0, 0.0]",10850.566975898064,103.0,13729.0,"[0.0, 0.0, 0.0]",1.111773283658679e-07
212,3,10850.569717237753,"[3594.7441489363105, 5663.283677808292, 1.895]",,"[1.2932566188737171, -30.088011132949777, 0.0]","[0.0, 0.0, 0.0]",10850.569601418032,115.0,13789.0,"[0.0, 0.0, 0.0]",2.968031438462611e-08
213,2,10850.6,"[3593.216714161915, 5630.600674903984, 1.895]","[0.0, 0.0, 0.0]","[-2.893789051270831, 35.325533061665354, 0.0]","[0.0, 0.0, 0.0]",,,,,
214,2,10850.699999999999,"[3592.928375743661, 5634.120526609315, 1.895]","[0.0, 0.0, 0.0]","[-2.886848537129085, 35.2408076869282, 0.0]","[0.0, 0.0, 0.0]",,,,,
215,2,10850.8,"[3592.6396261758487, 5637.645397366499, 1.895]","[0.0, 0.0, 0.0]","[-2.890964972628009, 35.291058508819596, 0.0]","[0.0, 0.0, 0.0]",,,,,
216,2,10850.9,"[3592.351037815539, 5641.168300205201, 1.895]","[0.0, 0.0, 0.0]","[-2.889350960714521, 35.27135567968375, 0.0]","[0.0, 0.0, 0.0]",,,,,
217,2,10851.0,"[3592.1346732456427, 5644.694134747541, 1.895]","[0.0, 0.0, 0.0]","[-2.32110159265851, 35.297953039330025, 0.0]","[0.0, 0.0, 0.0]",,,,,
218,3,10851.017920848324,"[3603.7023552118367, 6055.6496450188815, 1.895]",,"[-0.017430183772782, -29.947234493293372, 0.0]","[0.0, 0.0, 0.0]",10851.017807132144,139.0,13977.0,"[0.0, 0.0, 0.0]",1.602867316526279e-08
219,3,10851.079185215978,"[3610.150354099954, 5440.288474314765, 1.895]",,"[-3.996712819355041, 34.631091397498594, 0.0]","[0.0, 0.0, 0.0]",10851.079067537328,133.0,14025.0,"[0.0, 0.0, 0.0]",5.7655326812429865e-09
220,2,10851.1,"[3591.9869588161846, 5648.232010993124, 1.895]","[0.0, 0.0, 0.0]","[-1.478919067309176, 35.42126965233401, 0.0]","[0.0, 0.0, 0.0]",,,,,
